FID,publicid,origintime,longitude,latitude,depth,magnitude,magnitudetype,status,phases,type,agency,updatetime,origin_geom
quake.2013p543698,2013p543698,2013-07-21T04:02:39.928,174.4241,-41.5651,10.0391,2.2391,M,automatic,27,,WEL(GNS_Primary),2013-07-21T04:04:42.446,POINT (174.42409 -41.56512)
quake.2013p543691,2013p543691,2013-07-21T03:58:37.927,174.3116,-41.6069,7.2266,1.9058,M,automatic,15,,WEL(GNS_Primary),2013-07-21T04:00:27.462,POINT (174.31159 -41.606852)
quake.2013p543680,2013p543680,2013-07-21T03:52:42.721,174.3685,-41.6237,10.332,2.5936,M,automatic,42,,WEL(GNS_Primary),2013-07-21T03:57:25.998,POINT (174.3685 -41.623748)
quake.2013p543657,2013p543657,2013-07-21T03:40:53.555,174.3915,-41.6509,10.7422,2.7309,M,automatic,46,,WEL(GNS_Primary),2013-07-21T03:53:40.526,POINT (174.39153 -41.650907)
quake.2013p543653,2013p543653,2013-07-21T03:38:46.091,174.3399,-41.5925,5.0586,1.978,M,automatic,22,,WEL(GNS_Primary),2013-07-21T03:42:23.428,POINT (174.33992 -41.592463)
quake.2013p543644,2013p543644,2013-07-21T03:33:42.358,174.1133,-40.9566,79.7656,2.359,M,automatic,16,,WEL(GNS_Primary),2013-07-21T03:35:53.14,POINT (174.11329 -40.956609)
quake.2013p543639,2013p543639,2013-07-21T03:32:04.388,174.7712,-41.376,7.6953,2.0924,M,automatic,15,,WEL(GNS_Primary),2013-07-21T03:51:35.298,POINT (174.77123 -41.376019)
quake.2013p543630,2013p543630,2013-07-21T03:27:13.039,174.3376,-41.5876,10.9766,3.1302,M,reviewed,20,,WEL(GNS_Primary),2013-07-21T04:54:56.123,POINT (174.33755 -41.587597)
quake.2013p543627,2013p543627,2013-07-21T03:24:42.767,174.4011,-41.5909,12.6758,2.2356,M,reviewed,24,,WEL(GNS_Primary),2013-07-21T04:42:50.471,POINT (174.40106 -41.590924)
quake.2013p543620,2013p543620,2013-07-21T03:20:47.465,174.4055,-41.6079,5.1172,1.9341,M,automatic,10,,WEL(GNS_Primary),2013-07-21T03:22:22.789,POINT (174.40552 -41.607946)
quake.2013p543607,2013p543607,2013-07-21T03:14:12.73,173.9372,-41.5337,75.0781,1.4937,M,automatic,10,,WEL(GNS_Primary),2013-07-21T03:15:31.476,POINT (173.93717 -41.533689)
quake.2013p543601,2013p543601,2013-07-21T03:11:01.149,176.307,-39.6666,60.5469,2.9625,M,automatic,64,,WEL(GNS_Primary),2013-07-21T03:13:59.578,POINT (176.30699 -39.666609)
quake.2013p543597,2013p543597,2013-07-21T03:08:48.726,174.37,-41.6186,6.2891,1.9904,M,automatic,14,,WEL(GNS_Primary),2013-07-21T03:10:51.728,POINT (174.37003 -41.618579)
quake.2013p543593,2013p543593,2013-07-21T03:06:53.779,174.4176,-41.6412,5.2344,2.0359,M,automatic,14,,WEL(GNS_Primary),2013-07-21T03:08:59.837,POINT (174.41764 -41.641248)
quake.2013p543591,2013p543591,2013-07-21T03:05:44.696,174.4365,-41.6706,41.9141,1.9546,M,automatic,12,,WEL(GNS_Primary),2013-07-21T03:07:58.549,POINT (174.43652 -41.670578)
quake.2013p543587,2013p543587,2013-07-21T03:03:14.537,174.3872,-41.6387,7.5781,2.1245,M,automatic,22,,WEL(GNS_Primary),2013-07-21T03:05:17.4,POINT (174.38715 -41.638684)
quake.2013p543582,2013p543582,2013-07-21T03:00:42.248,174.2625,-41.4799,29.6094,2.1404,M,automatic,10,,WEL(GNS_Primary),2013-07-21T03:02:47.271,POINT (174.26252 -41.479873)
quake.2013p543577,2013p543577,2013-07-21T02:58:02.157,174.3795,-41.6068,5.2344,1.8856,M,automatic,11,,WEL(GNS_Primary),2013-07-21T02:59:36.172,POINT (174.37947 -41.606763)
quake.2013p543567,2013p543567,2013-07-21T02:52:35.074,174.3524,-41.6124,11.0352,2.186,M,automatic,24,,WEL(GNS_Primary),2013-07-21T02:55:08.556,POINT (174.35242 -41.612432)
quake.2013p543561,2013p543561,2013-07-21T02:50:08.709,174.3275,-41.6038,5.0586,1.9908,M,automatic,20,,WEL(GNS_Primary),2013-07-21T02:54:12.571,POINT (174.32747 -41.603774)
quake.2013p543557,2013p543557,2013-07-21T02:47:27.23,176.7422,-39.6602,19.4141,1.7077,M,automatic,15,,WEL(GNS_Primary),2013-07-21T02:49:06.637,POINT (176.74219 -39.660188)
quake.2013p543553,2013p543553,2013-07-21T02:45:24.818,174.3595,-41.6692,20.3516,2.5305,M,automatic,38,,WEL(GNS_Primary),2013-07-21T02:50:52.129,POINT (174.35953 -41.669151)
quake.2013p543541,2013p543541,2013-07-21T02:39:09.46,174.2661,-41.5596,20.3516,1.8723,M,automatic,13,,WEL(GNS_Primary),2013-07-21T02:41:06.06,POINT (174.26613 -41.559638)
quake.2013p543539,2013p543539,2013-07-21T02:37:35.31,174.3938,-41.6143,5.1172,2.0131,M,automatic,22,,WEL(GNS_Primary),2013-07-21T02:40:31.529,POINT (174.3938 -41.614274)
quake.2013p543532,2013p543532,2013-07-21T02:34:08.102,174.3909,-41.6342,7.4609,2.4977,M,automatic,30,,WEL(GNS_Primary),2013-07-21T02:36:12.383,POINT (174.39089 -41.634206)
quake.2013p543529,2013p543529,2013-07-21T02:32:16.76,174.3935,-41.5108,10.2734,2.1899,M,automatic,19,,WEL(GNS_Primary),2013-07-21T02:34:08.549,POINT (174.39348 -41.510838)
quake.2013p543525,2013p543525,2013-07-21T02:30:29.683,174.3479,-41.643,17.0703,2.8726,M,automatic,45,,WEL(GNS_Primary),2013-07-21T02:33:22.233,POINT (174.34794 -41.642953)
quake.2013p543519,2013p543519,2013-07-21T02:27:42.696,175.2305,-40.8464,5.2344,2.5836,M,automatic,32,,WEL(GNS_Primary),2013-07-21T02:30:55.985,POINT (175.23049 -40.846363)
quake.2013p543517,2013p543517,2013-07-21T02:26:02.919,174.3946,-41.5984,12.8516,2.1759,M,automatic,25,,WEL(GNS_Primary),2013-07-21T02:28:23.58,POINT (174.39457 -41.598449)
quake.2013p543513,2013p543513,2013-07-21T02:24:11.893,174.3836,-41.589,10.0391,2.1377,M,automatic,24,,WEL(GNS_Primary),2013-07-21T02:27:55.759,POINT (174.38362 -41.588952)
quake.2013p543509,2013p543509,2013-07-21T02:21:54.497,174.3372,-41.5058,5.1172,2.837,M,automatic,19,,WEL(GNS_Primary),2013-07-21T02:24:57.256,POINT (174.33723 -41.505845)
quake.2013p543507,2013p543507,2013-07-21T02:20:47.885,176.0363,-40.1043,39.6875,2.9662,M,automatic,14,,WEL(GNS_Primary),2013-07-21T02:23:27.408,POINT (176.03628 -40.104343)
quake.2013p543506,2013p543506,2013-07-21T02:20:04.859,174.327,-41.6171,16.543,3.666,M,reviewed,44,,WEL(GNS_Primary),2013-07-21T08:36:21.279,POINT (174.32705 -41.617107)
quake.2013p543491,2013p543491,2013-07-21T02:12:10.139,174.3918,-41.5859,8.3984,2.2331,M,automatic,24,,WEL(GNS_Primary),2013-07-21T02:14:15.112,POINT (174.39178 -41.585855)
quake.2013p543487,2013p543487,2013-07-21T02:10:15.264,174.3748,-41.5651,16.1914,2.4294,M,automatic,33,,WEL(GNS_Primary),2013-07-21T02:12:19.846,POINT (174.37477 -41.565128)
quake.2013p543472,2013p543472,2013-07-21T02:02:00.135,177.2105,-37.7919,41.0938,1.8693,M,automatic,11,,WEL(GNS_Primary),2013-07-21T02:03:39.955,POINT (177.21046 -37.791946)
quake.2013p543464,2013p543464,2013-07-21T01:57:53.229,174.4058,-41.6271,7.2266,2.7098,M,automatic,40,,WEL(GNS_Primary),2013-07-21T02:01:02.203,POINT (174.40581 -41.627138)
quake.2013p543460,2013p543460,2013-07-21T01:55:48.789,174.3596,-41.6162,5.2344,2.4993,M,automatic,16,,WEL(GNS_Primary),2013-07-21T01:58:47.156,POINT (174.35958 -41.616187)
quake.2013p543457,2013p543457,2013-07-21T01:54:22.944,174.3402,-41.6219,7.9297,2.3912,M,automatic,27,,WEL(GNS_Primary),2013-07-21T01:57:15.103,POINT (174.34023 -41.621874)
quake.2013p543452,2013p543452,2013-07-21T01:51:27.776,174.3298,-41.6616,16.8359,3.4739,M,automatic,71,,WEL(GNS_Primary),2013-07-21T01:55:05.435,POINT (174.32976 -41.661603)
quake.2013p543449,2013p543449,2013-07-21T01:49:51.558,174.338,-41.5953,5.0586,2.3042,M,automatic,22,,WEL(GNS_Primary),2013-07-21T01:52:41.976,POINT (174.33796 -41.595324)
quake.2013p543446,2013p543446,2013-07-21T01:48:19.181,174.2824,-41.6268,5.1172,2.3713,M,automatic,16,,WEL(GNS_Primary),2013-07-21T01:51:26.502,POINT (174.28241 -41.626847)
quake.2013p543443,2013p543443,2013-07-21T01:47:03.408,174.4066,-41.6005,13.5547,2.6831,M,automatic,47,,WEL(GNS_Primary),2013-07-21T01:50:45.938,POINT (174.40661 -41.600471)
quake.2013p543435,2013p543435,2013-07-21T01:42:53.771,174.361,-41.6068,10.6836,3.0736,M,automatic,45,,WEL(GNS_Primary),2013-07-21T01:46:00.145,POINT (174.36095 -41.606844)
quake.2013p543433,2013p543433,2013-07-21T01:41:18.296,178.7557,-37.9598,48.5938,2.0091,M,automatic,11,,WEL(GNS_Primary),2013-07-21T01:43:52.797,POINT (178.75567 -37.959768)
quake.2013p543432,2013p543432,2013-07-21T01:41:04.702,174.3726,-41.6222,5.0586,2.0395,M,automatic,21,,WEL(GNS_Primary),2013-07-21T01:43:49.271,POINT (174.37258 -41.622199)
quake.2013p543426,2013p543426,2013-07-21T01:37:23.902,174.6393,-41.9055,43.9062,2.3579,M,automatic,12,,WEL(GNS_Primary),2013-07-21T01:39:03.183,POINT (174.63934 -41.905463)
quake.2013p543421,2013p543421,2013-07-21T01:35:01.082,174.2292,-41.5177,32.5391,1.7324,M,automatic,12,,WEL(GNS_Primary),2013-07-21T01:36:33.307,POINT (174.22921 -41.517679)
quake.2013p543410,2013p543410,2013-07-21T01:29:09.319,174.7446,-39.3266,69.2188,2.7075,M,automatic,14,,WEL(GNS_Primary),2013-07-21T01:32:04.889,POINT (174.74463 -39.3266)
quake.2013p543407,2013p543407,2013-07-21T01:28:28.397,174.3485,-41.6073,7.4023,3.4473,M,automatic,69,,WEL(GNS_Primary),2013-07-21T01:33:04.737,POINT (174.34854 -41.607313)
quake.2013p543398,2013p543398,2013-07-21T01:22:57.02,174.3428,-41.5942,5.0586,2.6147,M,automatic,28,,WEL(GNS_Primary),2013-07-21T01:25:26.736,POINT (174.34275 -41.594214)
quake.2013p543396,2013p543396,2013-07-21T01:21:43.698,174.3515,-41.5555,5.1172,2.3357,M,automatic,22,,WEL(GNS_Primary),2013-07-21T01:23:59.841,POINT (174.35152 -41.555478)
quake.2013p543390,2013p543390,2013-07-21T01:18:29.167,174.3585,-41.5918,12.3242,3.1462,M,automatic,33,,WEL(GNS_Primary),2013-07-21T01:21:35.158,POINT (174.35853 -41.591759)
quake.2013p543384,2013p543384,2013-07-21T01:15:24.861,174.3652,-41.5993,12.8516,4.3904,M,reviewed,27,,WEL(GNS_Primary),2013-07-21T02:03:49.477,POINT (174.36515 -41.599252)
quake.2013p543378,2013p543378,2013-07-21T01:11:53.19,173.904,-41.3684,80.9375,2.2003,M,automatic,11,,WEL(GNS_Primary),2013-07-21T01:13:34.332,POINT (173.904 -41.368362)
quake.2013p543374,2013p543374,2013-07-21T01:10:06.815,174.3251,-41.5989,6.9922,2.7175,M,automatic,33,,WEL(GNS_Primary),2013-07-21T01:13:04.689,POINT (174.3251 -41.598908)
quake.2013p543370,2013p543370,2013-07-21T01:07:57.578,174.4104,-41.6694,5.7031,2.5099,M,automatic,16,,WEL(GNS_Primary),2013-07-21T01:11:29.426,POINT (174.41045 -41.669395)
quake.2013p543365,2013p543365,2013-07-21T01:05:23.534,174.4166,-41.5584,12.6758,2.6852,M,automatic,51,,WEL(GNS_Primary),2013-07-21T01:08:53.868,POINT (174.41659 -41.558435)
quake.2013p543353,2013p543353,2013-07-21T00:58:44.503,174.4375,-41.5897,5.3516,2.0763,M,automatic,13,,WEL(GNS_Primary),2013-07-21T01:00:45.525,POINT (174.43748 -41.589702)
quake.2013p543349,2013p543349,2013-07-21T00:56:27.571,173.7442,-41.8425,18.5938,2.2333,M,automatic,16,,WEL(GNS_Primary),2013-07-21T00:58:39.252,POINT (173.74419 -41.842549)
quake.2013p543345,2013p543345,2013-07-21T00:54:37.531,174.3301,-41.6591,5.1172,1.9794,M,automatic,16,,WEL(GNS_Primary),2013-07-21T00:57:07.038,POINT (174.33013 -41.659112)
quake.2013p543338,2013p543338,2013-07-21T00:50:55.351,174.31,-41.5759,8.8672,2.1674,M,automatic,15,,WEL(GNS_Primary),2013-07-21T00:53:48.315,POINT (174.30997 -41.575942)
quake.2013p543336,2013p543336,2013-07-21T00:49:09.083,174.0884,-41.4505,16.25,3.5349,M,automatic,10,,WEL(GNS_Primary),2013-07-21T00:52:17.595,POINT (174.08836 -41.450549)
quake.2013p543335,2013p543335,2013-07-21T00:48:57.607,174.3564,-41.6013,15.4883,3.2647,M,automatic,58,,WEL(GNS_Primary),2013-07-21T00:52:37.92,POINT (174.35637 -41.601287)
quake.2013p543325,2013p543325,2013-07-21T00:43:48.258,174.3491,-41.609,6.1133,3.7021,M,reviewed,27,,WEL(GNS_Primary),2013-07-21T00:55:16.893,POINT (174.34906 -41.608997)
quake.2013p543322,2013p543322,2013-07-21T00:41:58.198,174.3287,-41.6161,16.7188,3.7996,M,reviewed,34,,WEL(GNS_Primary),2013-07-21T00:50:32.158,POINT (174.32874 -41.616114)
quake.2013p543318,2013p543318,2013-07-21T00:40:00.943,174.3349,-41.6159,13.7891,1.9947,M,automatic,13,,WEL(GNS_Primary),2013-07-21T00:42:20.942,POINT (174.33494 -41.61588)
quake.2013p543315,2013p543315,2013-07-21T00:38:16.996,174.3843,-41.5792,5.0586,2.734,M,automatic,35,,WEL(GNS_Primary),2013-07-21T00:40:46.982,POINT (174.38428 -41.579171)
quake.2013p543312,2013p543312,2013-07-21T00:37:26.74,174.3289,-41.6046,5.0586,2.4908,M,automatic,26,,WEL(GNS_Primary),2013-07-21T00:39:27.874,POINT (174.32888 -41.60465)
quake.2013p543304,2013p543304,2013-07-21T00:32:42.285,174.3926,-41.5592,10.0391,2.3912,M,automatic,24,,WEL(GNS_Primary),2013-07-21T00:34:30.005,POINT (174.39259 -41.559189)
quake.2013p543298,2013p543298,2013-07-21T00:29:34.57,176.2522,-38.8224,70.1562,2.5571,M,automatic,10,,WEL(GNS_Primary),2013-07-21T00:31:18.013,POINT (176.25225 -38.822352)
quake.2013p543297,2013p543297,2013-07-21T00:28:39.431,174.3434,-41.6211,11.2109,3.7347,M,reviewed,37,,WEL(GNS_Primary),2013-07-21T00:52:18.503,POINT (174.34343 -41.621134)
quake.2013p543294,2013p543294,2013-07-21T00:27:10.589,174.4171,-41.645,5.3516,2.4148,M,automatic,23,,WEL(GNS_Primary),2013-07-21T00:29:13.947,POINT (174.41709 -41.644985)
quake.2013p543284,2013p543284,2013-07-21T00:21:32.246,173.9839,-42.1382,34.0625,4.6033,M,automatic,30,,WEL(GNS_Primary),2013-07-21T00:25:44.455,POINT (173.98386 -42.138217)
quake.2013p543283,2013p543283,2013-07-21T00:21:24.476,174.3449,-41.6112,17.0703,4.359,M,reviewed,21,,WEL(GNS_Primary),2013-07-21T00:48:23.227,POINT (174.34489 -41.611168)
quake.2013p543273,2013p543273,2013-07-21T00:16:52.231,174.3978,-41.5977,5.1172,2.2745,M,automatic,34,,WEL(GNS_Primary),2013-07-21T00:20:39.822,POINT (174.39776 -41.597708)
quake.2013p543268,2013p543268,2013-07-21T00:13:41.151,174.3286,-41.6065,6.0547,2.0935,M,automatic,13,,WEL(GNS_Primary),2013-07-21T00:15:35.169,POINT (174.32861 -41.606518)
quake.2013p543262,2013p543262,2013-07-21T00:10:23.646,174.3581,-41.6051,7.4023,2.9762,M,automatic,52,,WEL(GNS_Primary),2013-07-21T00:16:15.523,POINT (174.35812 -41.605092)
quake.2013p543256,2013p543256,2013-07-21T00:07:42.533,174.8028,-42.1546,36.6406,2.2806,M,automatic,14,,WEL(GNS_Primary),2013-07-21T00:09:49.328,POINT (174.80279 -42.154585)
quake.2013p543250,2013p543250,2013-07-21T00:03:54.595,174.3455,-41.6122,7.7539,2.8019,M,automatic,51,,WEL(GNS_Primary),2013-07-21T00:14:11.557,POINT (174.34551 -41.612228)
quake.2013p543245,2013p543245,2013-07-21T00:01:11.423,174.3872,-41.5749,5.1172,1.9631,M,automatic,12,,WEL(GNS_Primary),2013-07-21T00:03:17.261,POINT (174.38722 -41.574878)
quake.2013p543243,2013p543243,2013-07-21T00:00:04.837,167.587,-45.1693,118.9062,2.7531,M,automatic,13,,WEL(GNS_Primary),2013-07-21T00:02:52.632,POINT (167.58702 -45.169274)
quake.2013p543242,2013p543242,2013-07-20T23:59:46.166,174.4019,-41.6329,5.3516,2.3474,M,automatic,23,,WEL(GNS_Primary),2013-07-21T00:02:50.434,POINT (174.40189 -41.632861)
quake.2013p543240,2013p543240,2013-07-20T23:58:33.764,174.3298,-41.5774,5.1172,2.0246,M,automatic,15,,WEL(GNS_Primary),2013-07-21T00:00:32.188,POINT (174.32981 -41.57736)
quake.2013p543234,2013p543234,2013-07-20T23:54:50.637,176.8871,-38.4772,43.3203,1.5048,M,automatic,14,,WEL(GNS_Primary),2013-07-21T00:14:14.132,POINT (176.88707 -38.477245)
quake.2013p543233,2013p543233,2013-07-20T23:54:45.791,174.345,-41.6051,5.0586,2.6102,M,automatic,27,,WEL(GNS_Primary),2013-07-20T23:57:03.301,POINT (174.34501 -41.605124)
quake.2013p543229,2013p543229,2013-07-20T23:52:45.872,174.3386,-41.612,11.6211,2.6635,M,automatic,34,,WEL(GNS_Primary),2013-07-21T00:10:31.78,POINT (174.33859 -41.612025)
quake.2013p543223,2013p543223,2013-07-20T23:49:27.477,174.3369,-41.6028,5.0586,2.2234,M,automatic,23,,WEL(GNS_Primary),2013-07-20T23:51:29.795,POINT (174.33686 -41.602799)
quake.2013p543215,2013p543215,2013-07-20T23:45:28.535,174.3555,-41.6123,10.0391,3.084,M,automatic,45,,WEL(GNS_Primary),2013-07-20T23:50:06.974,POINT (174.35552 -41.612314)
quake.2013p543199,2013p543199,2013-07-20T23:36:41.83,174.3467,-41.6721,19.6484,2.8537,M,automatic,35,,WEL(GNS_Primary),2013-07-20T23:39:34.372,POINT (174.34674 -41.672111)
quake.2013p543196,2013p543196,2013-07-20T23:35:00.253,174.346,-41.5929,19.8828,1.9981,M,automatic,12,,WEL(GNS_Primary),2013-07-20T23:38:18.059,POINT (174.34604 -41.592851)
quake.2013p543193,2013p543193,2013-07-20T23:33:39.999,174.3668,-41.5616,20.293,2.3306,M,automatic,25,,WEL(GNS_Primary),2013-07-20T23:35:42.305,POINT (174.36681 -41.561558)
quake.2013p543188,2013p543188,2013-07-20T23:31:02.3,174.3508,-41.6182,11.9727,3.0539,M,reviewed,25,,WEL(GNS_Primary),2013-07-20T23:46:46.232,POINT (174.3508 -41.618223)
quake.2013p543183,2013p543183,2013-07-20T23:28:30.289,174.3943,-41.5684,13.7891,2.6089,M,automatic,32,,WEL(GNS_Primary),2013-07-20T23:30:40.277,POINT (174.39433 -41.568415)
quake.2013p543174,2013p543174,2013-07-20T23:23:25.279,174.3998,-41.5996,5.7617,2.4584,M,automatic,42,,WEL(GNS_Primary),2013-07-20T23:25:38.124,POINT (174.39979 -41.599645)
quake.2013p543171,2013p543171,2013-07-20T23:21:36.431,174.3666,-41.6001,11.4453,2.2338,M,automatic,20,,WEL(GNS_Primary),2013-07-20T23:24:00.393,POINT (174.36656 -41.600127)
quake.2013p543160,2013p543160,2013-07-20T23:15:53.109,174.3526,-41.6431,5.1172,2.1589,M,automatic,17,,WEL(GNS_Primary),2013-07-20T23:17:55.779,POINT (174.35255 -41.643088)
quake.2013p543151,2013p543151,2013-07-20T23:12:04.121,174.5226,-41.5447,6.5234,2.2529,M,automatic,11,,WEL(GNS_Primary),2013-07-20T23:13:50.323,POINT (174.52261 -41.544665)
quake.2013p543149,2013p543149,2013-07-20T23:09:57.541,176.0543,-40.8929,26.4453,1.5945,M,reviewed,17,,WEL(GNS_Primary),2013-07-22T02:48:41.532,POINT (176.05433 -40.892937)
quake.2013p543146,2013p543146,2013-07-20T23:08:40.189,174.331,-41.6216,7.4609,2.1597,M,automatic,21,,WEL(GNS_Primary),2013-07-20T23:15:09.448,POINT (174.33102 -41.621603)
quake.2013p543143,2013p543143,2013-07-20T23:06:44.506,174.0908,-42.0079,56.5625,2.1442,M,automatic,11,,WEL(GNS_Primary),2013-07-20T23:08:22.227,POINT (174.09075 -42.007863)
quake.2013p543132,2013p543132,2013-07-20T23:01:14.664,174.3582,-41.6045,9.9219,2.0162,M,automatic,10,,WEL(GNS_Primary),2013-07-20T23:02:44.198,POINT (174.35821 -41.604469)
quake.2013p543121,2013p543121,2013-07-20T22:55:16.904,174.3882,-41.568,16.3086,4.944,M,reviewed,23,,WEL(GNS_Primary),2013-07-21T23:58:24.93,POINT (174.38822 -41.568026)
quake.2013p543111,2013p543111,2013-07-20T22:50:08.754,174.3963,-41.5445,15.6055,3.2514,M,reviewed,24,,WEL(GNS_Primary),2013-07-20T23:11:33.049,POINT (174.39628 -41.544492)
quake.2013p543108,2013p543108,2013-07-20T22:48:31.466,174.5438,-41.6867,51.1719,2.2453,M,automatic,15,,WEL(GNS_Primary),2013-07-20T22:50:44.592,POINT (174.54383 -41.686657)
quake.2013p543106,2013p543106,2013-07-20T22:47:17.183,174.3468,-41.577,6.5234,2.1423,M,automatic,20,,WEL(GNS_Primary),2013-07-20T22:49:18.039,POINT (174.34682 -41.577026)
quake.2013p543097,2013p543097,2013-07-20T22:42:21.912,174.3709,-41.6021,9.9805,2.5871,M,automatic,42,,WEL(GNS_Primary),2013-07-20T22:44:24.676,POINT (174.37089 -41.602132)
quake.2013p543094,2013p543094,2013-07-20T22:40:52.341,174.3347,-41.5967,5.1172,2.0665,M,automatic,16,,WEL(GNS_Primary),2013-07-20T22:42:58.587,POINT (174.33468 -41.596688)
quake.2013p543083,2013p543083,2013-07-20T22:34:59.833,174.4581,-41.6391,34.7656,2.1241,M,automatic,13,,WEL(GNS_Primary),2013-07-20T22:37:10.894,POINT (174.45808 -41.6391)
quake.2013p543077,2013p543077,2013-07-20T22:31:36.509,174.3836,-41.5998,5.1172,2.0309,M,automatic,18,,WEL(GNS_Primary),2013-07-20T22:33:39.365,POINT (174.38357 -41.599794)
quake.2013p543073,2013p543073,2013-07-20T22:29:37.021,174.2912,-41.6513,5.1172,2.0335,M,automatic,13,,WEL(GNS_Primary),2013-07-20T22:31:39.065,POINT (174.29115 -41.651294)
quake.2013p543064,2013p543064,2013-07-20T22:24:51.837,174.3972,-41.6225,9.3945,2.7879,M,automatic,41,,WEL(GNS_Primary),2013-07-20T22:28:17.627,POINT (174.39723 -41.622507)
quake.2013p543061,2013p543061,2013-07-20T22:23:36.579,174.3729,-41.6095,9.1016,2.4539,M,automatic,20,,WEL(GNS_Primary),2013-07-20T22:26:11.533,POINT (174.3729 -41.609489)
quake.2013p543051,2013p543051,2013-07-20T22:17:37.244,174.3712,-41.5894,10.0391,2.4958,M,automatic,29,,WEL(GNS_Primary),2013-07-20T22:20:20.989,POINT (174.37121 -41.589421)
quake.2013p543045,2013p543045,2013-07-20T22:14:51.287,174.3421,-41.5775,12.5586,3.2101,M,reviewed,16,,WEL(GNS_Primary),2013-07-20T22:47:09.787,POINT (174.34212 -41.577514)
quake.2013p543044,2013p543044,2013-07-20T22:13:58.214,174.381,-41.6281,11.9141,2.1615,M,reviewed,12,,WEL(GNS_Primary),2013-07-20T23:19:40.801,POINT (174.38098 -41.628076)
quake.2013p543040,2013p543040,2013-07-20T22:11:51.461,174.311,-41.5793,12.3828,2.177,M,automatic,11,,WEL(GNS_Primary),2013-07-20T22:13:25.34,POINT (174.31102 -41.57931)
quake.2013p543038,2013p543038,2013-07-20T22:10:52.173,174.3859,-41.6053,5.2344,2.3089,M,automatic,12,,WEL(GNS_Primary),2013-07-20T22:14:17.311,POINT (174.38586 -41.605282)
quake.2013p543035,2013p543035,2013-07-20T22:09:17.305,174.4116,-41.6029,5.0586,2.6118,M,automatic,32,,WEL(GNS_Primary),2013-07-20T22:11:51.492,POINT (174.41165 -41.602913)
quake.2013p543033,2013p543033,2013-07-20T22:08:04.558,174.3373,-41.6262,10.6836,2.4511,M,automatic,34,,WEL(GNS_Primary),2013-07-20T22:12:03.455,POINT (174.33729 -41.626166)
quake.2013p543024,2013p543024,2013-07-20T22:04:22.375,174.3793,-41.608,14.9609,2.7682,M,automatic,37,,WEL(GNS_Primary),2013-07-20T22:08:00.381,POINT (174.37929 -41.608008)
quake.2013p543021,2013p543021,2013-07-20T22:01:50.515,174.3406,-41.6085,5.1172,2.0774,M,automatic,20,,WEL(GNS_Primary),2013-07-20T22:03:50.803,POINT (174.34065 -41.608541)
quake.2013p543016,2013p543016,2013-07-20T21:59:03.509,176.41,-40.312,17.5977,1.5596,M,automatic,15,,WEL(GNS_Primary),2013-07-20T22:00:40.188,POINT (176.41001 -40.312035)
quake.2013p543011,2013p543011,2013-07-20T21:56:52.049,174.3414,-41.5927,13.7891,2.4669,M,automatic,28,,WEL(GNS_Primary),2013-07-20T22:00:04.171,POINT (174.34143 -41.592716)
quake.2013p543003,2013p543003,2013-07-20T21:52:10.206,174.3068,-41.472,18.5938,2.2436,M,automatic,16,,WEL(GNS_Primary),2013-07-20T21:53:50.885,POINT (174.30679 -41.472001)
quake.2013p543000,2013p543000,2013-07-20T21:50:35.215,174.3445,-41.5926,9.8633,2.4674,M,automatic,32,,WEL(GNS_Primary),2013-07-20T21:52:47.697,POINT (174.34453 -41.592598)
quake.2013p542993,2013p542993,2013-07-20T21:47:05,174.3468,-41.577,8.6328,2.364,M,automatic,24,,WEL(GNS_Primary),2013-07-20T21:50:13.056,POINT (174.34682 -41.577026)
quake.2013p542984,2013p542984,2013-07-20T21:42:05.447,174.349,-41.6355,5.1172,2.1275,M,automatic,17,,WEL(GNS_Primary),2013-07-20T21:45:14.013,POINT (174.34904 -41.635478)
quake.2013p542981,2013p542981,2013-07-20T21:40:27.049,174.6326,-40.4808,27.0312,2.6383,M,automatic,15,,WEL(GNS_Primary),2013-07-20T21:42:59.158,POINT (174.63259 -40.480801)
quake.2013p542980,2013p542980,2013-07-20T21:40:11.638,174.8821,-41.4635,5.1172,2.8179,M,automatic,39,,WEL(GNS_Primary),2013-07-20T21:43:54.403,POINT (174.88211 -41.463514)
quake.2013p542974,2013p542974,2013-07-20T21:36:42.7,178.1363,-38.2385,5.5273,1.6284,M,automatic,13,,WEL(GNS_Primary),2013-07-20T21:39:29.863,POINT (178.13628 -38.238528)
quake.2013p542973,2013p542973,2013-07-20T21:36:27.71,174.3532,-41.5912,15.7227,2.5493,M,automatic,34,,WEL(GNS_Primary),2013-07-20T21:38:32.414,POINT (174.35322 -41.591186)
quake.2013p542970,2013p542970,2013-07-20T21:34:51.488,174.4139,-41.7095,8.5156,2.2703,M,automatic,16,,WEL(GNS_Primary),2013-07-20T21:36:57.257,POINT (174.41386 -41.709531)
quake.2013p542963,2013p542963,2013-07-20T21:30:41.199,174.3115,-41.4192,11.2109,2.9391,M,automatic,12,,WEL(GNS_Primary),2013-07-20T21:33:30.884,POINT (174.31148 -41.419173)
quake.2013p542958,2013p542958,2013-07-20T21:28:21.235,174.3481,-41.6206,12.9102,4.5307,M,reviewed,19,,WEL(GNS_Primary),2013-07-20T21:40:20.281,POINT (174.34813 -41.620646)
